date,chain,tvl,share_within_chains
2024-07-24,Ethereum,603985776,0.8277652806184493
2024-07-24,Mantle,41749239,0.057217523838577464
2024-07-24,Noble,2635493,0.0036119552635175945
2024-07-24,Polygon,8320146,0.011402798314370351
2024-07-24,Solana,54459386,0.07463683869038408
2024-07-24,Sui,8115222,0.011121949030983494
2024-07-25,Aptos,10136035,0.014119993769560333
2024-07-25,Arbitrum,238570,0.00033233970814070874
2024-07-25,Ethereum,600346625,0.8363122862713648
2024-07-25,Mantle,41668987,0.05804694210545746
2024-07-25,Noble,2630478,0.003664384837953453
2024-07-25,Polygon,141833,0.00019758032369837422
2024-07-25,Solana,54533205,0.07596742856887889
2024-07-25,Sui,8154088,0.01135904441494595
2024-07-26,Aptos,10152245,0.0144502186040993
2024-07-26,Arbitrum,238464,0.00033941822022694835
2024-07-26,Ethereum,594797950,0.8466068739249422
2024-07-26,Mantle,31858553,0.045345936318546644
2024-07-26,Noble,2634685,0.003750084262440609
2024-07-26,Polygon,145817,0.0002075489240255675
2024-07-26,Solana,54577305,0.07768271826306415
2024-07-26,Sui,8161861,0.011617201482654577
2024-07-27,Aptos,10136035,0.014232502618049706
2024-07-27,Arbitrum,238463,0.0003348375643738392
2024-07-27,Ethereum,604494456,0.8488002387143033
2024-07-27,Mantle,31828211,0.04469154816309715
2024-07-27,Noble,2630478,0.0036935828479007973
2024-07-27,Polygon,149834,0.00021038924957075028
2024-07-27,Solana,54543607,0.07658734696805745
2024-07-27,Sui,8154088,0.011449553874647009
2024-07-28,Aptos,10136035,0.01398592626598771
2024-07-28,Arbitrum,238499,0.0003290862184781133
2024-07-28,Ethereum,617049187,0.851418176029351
2024-07-28,Mantle,31828211,0.04391727260455385
2024-07-28,Noble,2630478,0.00362959198072055
2024-07-28,Polygon,150802,0.00020807994968086423
2024-07-28,Solana,54543748,0.07526067518498256
2024-07-28,Sui,8154088,0.011251191766245401
2024-07-29,Aptos,10136035,0.013827346352677163
2024-07-29,Arbitrum,238234,0.00032499335598029123
2024-07-29,Ethereum,625181596,0.852858387052875
2024-07-29,Mantle,31858553,0.0434607069358109
2024-07-29,Noble,2630478,0.0035884377253134502
2024-07-29,Polygon,154735,0.00021108593625431452
2024-07-29,Solana,54688959,0.07460542290554056
2024-07-29,Sui,8154088,0.01112361973554833
2024-07-30,Aptos,10155360,0.013873662592524656
2024-07-30,Arbitrum,238329,0.00032559122788496016
2024-07-30,Ethereum,624033123,0.8525177832259455
2024-07-30,Mantle,31797870,0.043440401870634034
2024-07-30,Noble,2635493,0.0036004573591640852
2024-07-30,Polygon,152756,0.00020868636887158077
2024-07-30,Solana,54805829,0.0748725382113094
2024-07-30,Sui,8169634,0.011160879143665767
2024-07-31,Aptos,15263734,0.02089590377649746
2024-07-31,Arbitrum,238238,0.0003261455109152978
2024-07-31,Ethereum,618055667,0.846112212526172
2024-07-31,Mantle,31585480,0.04324021571749646
2024-07-31,Noble,2610417,0.0035736355500255164
2024-07-31,Polygon,150591,0.00020615761815598525
2024-07-31,Solana,54469337,0.07456799396016812
2024-07-31,Sui,8091902,0.011077735340569179
2024-08-01,Aptos,15337047,0.02096738782384142
2024-08-01,Arbitrum,238280,0.0003257543105048145
2024-08-01,Ethereum,618569867,0.8456513367619599
2024-08-01,Mantle,31737187,0.043388137772987084
2024-08-01,Noble,2622955,0.003585860741607167
2024-08-01,Polygon,143260,0.00019585178161373059
2024-08-01,Solana,54692154,0.07477003909809103
2024-08-01,Sui,8130768,0.01111563170939487
2024-08-02,Aptos,15337047,0.021283285246813947
2024-08-02,Arbitrum,237982,0.00033024863193072807
2024-08-02,Ethereum,607708314,0.8433194078183616
2024-08-02,Mantle,31737187,0.04404182916388503
2024-08-02,Noble,2622955,0.0036398857912189274
2024-08-02,Polygon,115448,0.00016020767982090535
2024-08-02,Solana,54701622,0.07590967312608439
2024-08-02,Sui,8154088,0.011315462541884539
2024-08-03,Aptos,15351710,0.021513835294945098
2024-08-03,Arbitrum,238171,0.0003337720466340472
2024-08-03,Ethereum,600721136,0.8418486004553444
2024-08-03,Mantle,31646163,0.04434882749211558
2024-08-03,Noble,2625463,0.003679315109194509
2024-08-03,Polygon,108591,0.000152179065948574
2024-08-03,Solana,54744061,0.07671814486662576
2024-08-03,Sui,8138542,0.0114053256691921
2024-08-04,Aptos,15322384,0.021505786574116156
2024-08-04,Arbitrum,238431,0.0003346506782921698
2024-08-04,Ethereum,599707201,0.8417211754819994
2024-08-04,Mantle,31706846,0.04450225650358121
2024-08-04,Noble,2620448,0.0036779391129062905
2024-08-04,Polygon,98882,0.00013878618288262152
2024-08-04,Solana,54660078,0.07671834693560363
2024-08-04,Sui,8122995,0.011401058530618517
2024-08-05,Aptos,15483673,0.021836137783591583
2024-08-05,Arbitrum,238147,0.0003358512353463538
2024-08-05,Ethereum,595973127,0.8404821851049118
2024-08-05,Mantle,31828211,0.044886326442131995
2024-08-05,Noble,2648031,0.003734434960698395
2024-08-05,Polygon,86659,0.0001222124662661284
2024-08-05,Solana,54618434,0.07702666223627967
2024-08-05,Sui,8208500,0.011576189770774124
2024-08-06,Aptos,15431952,0.021942693261970445
2024-08-06,Arbitrum,238648,0.0003393336022288511
2024-08-06,Ethereum,590363568,0.8394379846221937
2024-08-06,Mantle,31828211,0.04525653469180526
2024-08-06,Noble,2639186,0.0037526586953670364
2024-08-06,Polygon,83418,0.00011861205805506981
2024-08-06,Solana,54545244,0.0775578849643476
2024-08-06,Sui,8154088,0.01159429810403208
2024-08-07,Aptos,15431952,0.021790136103643915
2024-08-07,Arbitrum,238140,0.00033625707309883814
2024-08-07,Ethereum,595022476,0.8401802141924232
2024-08-07,Mantle,31949577,0.04511325795232199
2024-08-07,Noble,2639186,0.003726568236010037
2024-08-07,Polygon,26713,3.7719136615811135e-05
2024-08-07,Solana,54714926,0.07725825510867355
2024-08-07,Sui,8185181,0.011557592197212653
2024-08-08,Aptos,15434156,0.021526711533018304
2024-08-08,Arbitrum,237898,0.0003318070401959128
2024-08-08,Ethereum,604392197,0.8429729800337752
2024-08-08,Mantle,31737187,0.044265282106676816
2024-08-08,Noble,2639563,0.003681517231925633
2024-08-08,Polygon,28906,4.031649826355436e-05
2024-08-08,Solana,54376276,0.0758410377406958
2024-08-08,Sui,8130768,0.011340347815448812
2024-08-09,Aptos,15436360,0.021529125543424277
2024-08-09,Arbitrum,238316,0.00033237985399451036
2024-08-09,Ethereum,604376715,0.8429255454496626
2024-08-09,Mantle,31737187,0.04426392512989674
2024-08-09,Noble,2639940,0.0036819301757090067
2024-08-09,Polygon,27846,3.88368779869213e-05
2024-08-09,Solana,54411799,0.0758882567985307
2024-08-09,Sui,8130768,0.011340000170795233
2024-08-10,Aptos,15438564,0.021045106320953577
2024-08-10,Arbitrum,237966,0.0003243837814690562
2024-08-10,Ethereum,620728413,0.8461470540927111
2024-08-10,Mantle,31828211,0.043386683146226825
2024-08-10,Noble,2640317,0.0035991528736753747
2024-08-10,Polygon,28110,3.8318197125199276e-05
2024-08-10,Solana,54538344,0.07434404184539058
2024-08-10,Sui,8154088,0.011115259742448307
2024-08-11,Aptos,15440769,0.021249069456836595
2024-08-11,Arbitrum,237946,0.0003274533205552418
2024-08-11,Ethereum,615957351,0.8476598888208273
2024-08-11,Mantle,31008992,0.04267353684227063
2024-08-11,Noble,2640694,0.0036340346922003465
2024-08-11,Polygon,26907,3.702851275575085e-05
2024-08-11,Solana,53399373,0.0734864297126992
2024-08-11,Sui,7944212,0.010932558641854868
2024-08-12,Aptos,15219746,0.021038177343095054
2024-08-12,Arbitrum,232682,0.00032163514296139003
2024-08-12,Ethereum,611711905,0.8455662492838261
2024-08-12,Mantle,31494455,0.04353462466549224
2024-08-12,Noble,2602895,0.0035979684953648637
2024-08-12,Polygon,27177,3.7566628618722965e-05
2024-08-12,Solana,54077185,0.07475061727346566
2024-08-12,Sui,8068583,0.011153161167175978
2024-08-13,Aptos,15445179,0.021562699658582027
2024-08-13,Arbitrum,232910,0.00032516090473799883
2024-08-13,Ethereum,598490059,0.8355397752828917
2024-08-13,Mantle,31676504,0.044222921727606536
2024-08-13,Noble,7908322,0.011040647187666569
2024-08-13,Polygon,27831,3.8854291957250637e-05
2024-08-13,Solana,54395497,0.07594044488511915
2024-08-13,Sui,8115222,0.011329496061438807
2024-08-14,Aptos,15447385,0.02186636476972208
2024-08-14,Arbitrum,233006,0.00032982891211255904
2024-08-14,Ethereum,588559075,0.8331278998018251
2024-08-14,Mantle,31706846,0.044882254202468795
2024-08-14,Noble,7909451,0.011196130652161714
2024-08-14,Polygon,27642,3.9128309093393975e-05
2024-08-14,Solana,54438643,0.07705998299431766
2024-08-14,Sui,8122995,0.011498410358298742
2024-08-15,Aptos,15449591,0.02184798256624554
2024-08-15,Arbitrum,232815,0.00032923448013351647
2024-08-15,Ethereum,588908169,0.8328023317530917
2024-08-15,Mantle,31899826,0.04511102218267565
2024-08-15,Noble,7910581,0.011186719167961998
2024-08-15,Polygon,26058,3.6849825326199655e-05
2024-08-15,Solana,54567039,0.07716577848330355
2024-08-15,Sui,8146315,0.011520081541261804
2024-08-16,Aptos,15451797,0.02170375016893421
2024-08-16,Arbitrum,232730,0.0003268949091692092
2024-08-16,Ethereum,593712121,0.8339340431699976
2024-08-16,Mantle,31899826,0.04480681786956378
2024-08-16,Noble,7911710,0.01111286779453927
2024-08-16,Polygon,26892,3.77727748780921e-05
2024-08-16,Solana,54559950,0.07663545696526702
2024-08-16,Sui,8146315,0.011442396347650782
2024-08-17,Aptos,15454003,0.021740590472324958
2024-08-17,Arbitrum,232750,0.0003274311796389346
2024-08-17,Ethereum,592675251,0.8337716716551306
2024-08-17,Mantle,31878283,0.04484616029024186
2024-08-17,Noble,7912840,0.011131731624035003
2024-08-17,Polygon,26955,3.7920117925531607e-05
2024-08-17,Solana,54517773,0.07669524693739058
2024-08-17,Sui,8138542,0.011449247723312626
2024-08-18,Aptos,15456210,0.021750638498373883
2024-08-18,Arbitrum,232568,0.00032727961733761493
2024-08-18,Ethereum,592448332,0.8337185829059383
2024-08-18,Mantle,31878283,0.04486048064058768
2024-08-18,Noble,7913970,0.011136876411292029
2024-08-18,Polygon,23818,3.3517706329965055e-05
2024-08-18,Solana,54517761,0.07671972050403988
2024-08-18,Sui,8138542,0.011452903716100698
2024-08-19,Aptos,15458417,0.02179782216723833
2024-08-19,Arbitrum,232818,0.0003282952815499862
2024-08-19,Ethereum,591112777,0.8335246224647975
2024-08-19,Mantle,31847835,0.04490844332518321
2024-08-19,Noble,7965852,0.011232600680039864
2024-08-19,Polygon,23492,3.3125929928838305e-05
2024-08-19,Solana,54400585,0.07670994239731875
2024-08-19,Sui,8130768,0.011465147753943503
2024-08-20,Aptos,15460625,0.021784251074056838
2024-08-20,Arbitrum,232338,0.0003273677051247422
2024-08-20,Ethereum,590850174,0.8325167021104366
2024-08-20,Mantle,32152308,0.0453030812197053
2024-08-20,Noble,7966989,0.011225606253320872
2024-08-20,Polygon,23436,3.302167332637562e-05
2024-08-20,Solana,54821330,0.07724407111185506
2024-08-20,Sui,8208500,0.011565898852174187
2024-08-21,Aptos,15462832,0.02171045563708649
2024-08-21,Arbitrum,232446,0.00032636379746078895
2024-08-21,Ethereum,593915449,0.833881853446691
2024-08-21,Mantle,31939177,0.04484392544286539
2024-08-21,Noble,7968127,0.011187579852395154
2024-08-21,Polygon,23612,3.315222454094348e-05
2024-08-21,Solana,54534001,0.07656799281162276
2024-08-21,Sui,8154088,0.011448676787337488
2024-08-22,Aptos,15465040,0.021854214129509192
2024-08-22,Arbitrum,232521,0.0003285839366472772
2024-08-22,Ethereum,589078193,0.8324479580296167
2024-08-22,Mantle,32039426,0.04527608569978249
2024-08-22,Noble,7969265,0.011261660090423502
2024-08-22,Polygon,23746,3.3556341834183764e-05
2024-08-22,Solana,54660071,0.07724214718928471
2024-08-22,Sui,8177408,0.01155579458290192
2024-08-23,Aptos,15467249,0.021057030732442406
2024-08-23,Arbitrum,232658,0.0003167393669131845
2024-08-23,Ethereum,614142692,0.8360906027664591
2024-08-23,Mantle,32193781,0.043828442660392965
2024-08-23,Noble,7970403,0.010850864359974496
2024-08-23,Polygon,26821,3.651396711043042e-05
2024-08-23,Solana,56290960,0.07663421431171673
2024-08-23,Sui,8216274,0.011185591834990663
2024-08-24,Aptos,15469458,0.021110455986268525
2024-08-24,Arbitrum,232274,0.00031697361690076893
2024-08-24,Ethereum,613466437,0.8371693576686057
2024-08-24,Mantle,31812281,0.04341275291437531
2024-08-24,Noble,7971541,0.010878394409373295
2024-08-24,Polygon,26861,3.6655968053124994e-05
2024-08-24,Solana,55700239,0.07601154764660388
2024-08-24,Sui,8107449,0.011063861789819447
2024-08-25,Aptos,15473876,0.020867759771315785
2024-08-25,Arbitrum,232497,0.0003135408053904275
2024-08-25,Ethereum,621550805,0.8382109876289524
2024-08-25,Mantle,32056287,0.0432304676783214
2024-08-25,Noble,7973818,0.01075333151720963
2024-08-25,Polygon,26342,3.552429448807787e-05
2024-08-25,Solana,56037449,0.0755709832448806
2024-08-25,Sui,8169634,0.011017405059441711
2024-08-26,Aptos,15473876,0.020693005812963856
2024-08-26,Arbitrum,232471,0.00031088033498171503
2024-08-26,Ethereum,627486034,0.8391286158112962
2024-08-26,Mantle,32178290,0.04303159350774407
2024-08-26,Noble,7973818,0.010663279337737735
2024-08-26,Polygon,25408,3.3977775942872086e-05
2024-08-26,Solana,56212281,0.07517192573424769
2024-08-26,Sui,8200727,0.01096672168508586
2024-08-27,Aptos,15476086,0.020382904107244172
2024-08-27,Arbitrum,232241,0.00030587488546978184
2024-08-27,Ethereum,639364715,0.8420804637167627
2024-08-27,Mantle,32034663,0.04219151173215779
2024-08-27,Noble,7974956,0.010503480234439868
2024-08-27,Polygon,23314,3.070589206833631e-05
2024-08-27,Solana,56000123,0.07375541445704546
2024-08-27,Sui,8161861,0.01074964497481185
2024-08-28,Aptos,15478296,0.019914227570286457
2024-08-28,Arbitrum,10788441,0.013880304989813401
2024-08-28,Ethereum,646942738,0.8323503381429201
2024-08-28,Mantle,31973498,0.04113679667258585
2024-08-28,Noble,7976095,0.010261967528739854
2024-08-28,Polygon,23178,2.9820593082345725e-05
2024-08-28,Solana,55919562,0.07194557355013387
2024-08-28,Sui,8146315,0.010480970952438055
2024-08-29,Aptos,15480506,0.019885920055464593
2024-08-29,Arbitrum,10790054,0.013860667812676532
2024-08-29,Ethereum,644398470,0.827780206815184
2024-08-29,Mantle,32021622,0.041134276562943495
2024-08-29,Noble,7977234,0.01024738064684281
2024-08-29,Polygon,22946,2.9475930670011076e-05
2024-08-29,Solana,59574107,0.07652759730061107
2024-08-29,Sui,8200727,0.010534474875607424
2024-08-30,Aptos,15482717,0.02023236602565571
2024-08-30,Arbitrum,10791739,0.01410233187762482
2024-08-30,Ethereum,634150981,0.8286901299765822
2024-08-30,Mantle,32087302,0.04193075665206271
2024-08-30,Noble,7978373,0.010425906694878476
2024-08-30,Polygon,22512,2.9418029404629775e-05
2024-08-30,Solana,56569518,0.07392340724634565
2024-08-30,Sui,8161861,0.01066568349744585
2024-08-31,Aptos,15484927,0.02023877073207496
2024-08-31,Arbitrum,10793145,0.014106620401442073
2024-08-31,Ethereum,633530711,0.8280234586612801
2024-08-31,Mantle,32270658,0.04217768986803752
2024-08-31,Noble,7979513,0.010429208620784048
2024-08-31,Polygon,22112,2.8900342793197637e-05
2024-08-31,Solana,56822466,0.07426685717053264
2024-08-31,Sui,8208500,0.010728494203055482
2024-09-01,Aptos,15489350,0.020283168741672145
2024-09-01,Arbitrum,10794691,0.014135553723507418
2024-09-01,Ethereum,632388140,0.8281067542441863
2024-09-01,Mantle,32148421,0.04209807693165409
2024-09-01,Noble,7981792,0.010452087014427899
2024-09-01,Polygon,21577,2.825489332599882e-05
2024-09-01,Solana,56653955,0.07418785999077432
2024-09-01,Sui,8177408,0.01070824446045184
2024-09-02,Aptos,15489350,0.02032434744766638
2024-09-02,Arbitrum,10796252,0.014166299862845311
2024-09-02,Ethereum,631604763,0.8287600611267082
2024-09-02,Mantle,32287560,0.04236611527774729
2024-09-02,Noble,7981792,0.010473306747087768
2024-09-02,Polygon,21638,2.839229729282411e-05
2024-09-02,Solana,55718254,0.07311069563753979
2024-09-02,Sui,8208500,0.010770781603112426
2024-09-03,Aptos,15491562,0.020342347649399562
2024-09-03,Arbitrum,10799126,0.014180595565616282
2024-09-03,Ethereum,631886284,0.8297452809481204
2024-09-03,Mantle,32216725,0.04230456683936082
2024-09-03,Noble,7982932,0.010482582583054992
2024-09-03,Polygon,19835,2.6045821952998695e-05
2024-09-03,Solana,54968614,0.07218062683373387
2024-09-03,Sui,8177408,0.010737953758761137
2024-09-04,Aptos,15493774,0.019799612323712
2024-09-04,Arbitrum,10799174,0.01380034706949451
2024-09-04,Ethereum,652675192,0.8340586208953542
2024-09-04,Mantle,32312619,0.04129254301526604
2024-09-04,Noble,7984072,0.010202906687847901
2024-09-04,Polygon,20043,2.5613103031202056e-05
2024-09-04,Solana,55051332,0.07035051831167544
2024-09-04,Sui,8192954,0.01046983859361867
2024-09-05,Aptos,15495987,0.020312728880510618
2024-09-05,Arbitrum,10800552,0.014157774173136356
2024-09-05,Ethereum,632868106,0.8295875734988842
2024-09-05,Mantle,32392418,0.042461212997802075
2024-09-05,Noble,7985212,0.010467319468543691
2024-09-05,Polygon,19113,2.505404703122166e-05
2024-09-05,Solana,55108649,0.07223851221017562
2024-09-05,Sui,8200727,0.010749824723916147
2024-09-06,Aptos,15498200,0.020400627131774183
2024-09-06,Arbitrum,10801935,0.014218828524387423
2024-09-06,Ethereum,629593194,0.8287475962045119
2024-09-06,Mantle,32423122,0.04267928032739443
2024-09-06,Noble,7986352,0.010512613677401183
2024-09-06,Polygon,17651,2.3234405898939624e-05
2024-09-06,Solana,55163378,0.07261278767257585
2024-09-06,Sui,8208500,0.010805032056056083
2024-09-07,Aptos,15500413,0.019926565440885842
2024-09-07,Arbitrum,10803417,0.013888339351711378
2024-09-07,Ethereum,647736615,0.8326982027675894
2024-09-07,Mantle,32458666,0.04172725798808434
2024-09-07,Noble,7987492,0.010268325240530826
2024-09-07,Polygon,18313,2.3542288384118698e-05
2024-09-07,Solana,55163386,0.0709153247123058
2024-09-07,Sui,8208500,0.01055244221050829
2024-09-08,Aptos,15502626,0.020043410163324636
2024-09-08,Arbitrum,10805196,0.013970083218360211
2024-09-08,Ethereum,643522279,0.8320126530327463
2024-09-08,Mantle,32394009,0.041882350075492354
2024-09-08,Noble,7988633,0.010328537104827954
2024-09-08,Polygon,17747,2.2945170719368595e-05
2024-09-08,Solana,55036844,0.07115736639630682
2024-09-08,Sui,8185181,0.010582654838222356
2024-09-09,Aptos,15504840,0.019839106169961585
2024-09-09,Arbitrum,10806697,0.013827631186752351
2024-09-09,Ethereum,650981279,0.8329583993603535
2024-09-09,Mantle,32653982,0.04178216710201553
2024-09-09,Noble,7989774,0.010223257683407158
2024-09-09,Polygon,18161,2.323777653640233e-05
2024-09-09,Solana,55334835,0.07080328893831256
2024-09-09,Sui,8239593,0.010542911782660916
2024-09-10,Aptos,15507054,0.019866658353967493
2024-09-10,Arbitrum,10807918,0.01384642204919746
2024-09-10,Ethereum,648846538,0.8312612114848241
2024-09-10,Mantle,32992844,0.04226834831901316
2024-09-10,Noble,7990915,0.010237455692138181
2024-09-10,Polygon,19586,2.5092346394151162e-05
2024-09-10,Solana,56066783,0.07182922190552975
2024-09-10,Sui,8325098,0.010665589848935722
2024-09-11,Aptos,15509269,0.019571669856044353
2024-09-11,Arbitrum,10809410,0.013640759203971791
2024-09-11,Ethereum,662008341,0.8354106626172795
2024-09-11,Mantle,32509104,0.041024335241319945
2024-09-11,Noble,7992056,0.01008544512981356
2024-09-11,Polygon,18555,2.341518057226959e-05
2024-09-11,Solana,55387170,0.06989493866542673
2024-09-11,Sui,8200727,0.010348774105571903
2024-09-12,Aptos,15511483,0.01952346909837179
2024-09-12,Arbitrum,10810802,0.01360697483120189
2024-09-12,Ethereum,663838371,0.835537641535111
2024-09-12,Mantle,32570733,0.04099502924619254
2024-09-12,Noble,7993197,0.01006060701137977
2024-09-12,Polygon,17993,2.2646821034907084e-05
2024-09-12,Solana,55545593,0.06991224942748779
2024-09-12,Sui,8216274,0.010341382029220261
2024-09-13,Aptos,15513698,0.019760058922040698
2024-09-13,Arbitrum,10812355,0.013771879012084763
2024-09-13,Ethereum,660462082,0.8412416985359439
2024-09-13,Mantle,27027589,0.03442549617510274
2024-09-13,Noble,7994339,0.01018252448144652
2024-09-13,Polygon,18800,2.3945877232776164e-05
2024-09-13,Solana,55136428,0.07022819872030862
2024-09-13,Sui,8138542,0.010366198275840031
2024-09-14,Aptos,15515914,0.01951850934360536
2024-09-14,Arbitrum,10813838,0.013603452432337192
2024-09-14,Ethereum,669662611,0.8424135329614911
2024-09-14,Mantle,27252062,0.03428219741225123
2024-09-14,Noble,7995480,0.010058050791375214
2024-09-14,Polygon,18584,2.3378060592599442e-05
2024-09-14,Solana,55474133,0.06978463423352993
2024-09-14,Sui,8200727,0.010316244764817383
2024-09-15,Aptos,15518129,0.01934813794958562
2024-09-15,Arbitrum,10815339,0.013484658552814801
2024-09-15,Ethereum,676603337,0.8435949141437069
2024-09-15,Mantle,27321802,0.03406505991329652
2024-09-15,Noble,7996622,0.009970257728021932
2024-09-15,Polygon,17629,2.1979990236789814e-05
2024-09-15,Solana,55558540,0.06927086997392344
2024-09-15,Sui,8216274,0.010244121748413977
2024-09-16,Aptos,15520345,0.019461416347048534
2024-09-16,Arbitrum,10816830,0.01356354077085561
2024-09-16,Ethereum,672199227,0.8428903497191067
2024-09-16,Mantle,27321802,0.03425960982656142
2024-09-16,Noble,7997764,0.010028631132196887
2024-09-16,Polygon,17440,2.1868528121799254e-05
2024-09-16,Solana,55403405,0.06947195643841361
2024-09-16,Sui,8216274,0.010302627237695415
2024-09-17,Aptos,15522562,0.01953201418031778
2024-09-17,Arbitrum,10818283,0.013612627668209072
2024-09-17,Ethereum,669584179,0.8425366688272489
2024-09-17,Mantle,27321802,0.03437897842481381
2024-09-17,Noble,7998906,0.010065010236005431
2024-09-17,Polygon,17632,2.218631653894267e-05
2024-09-17,Solana,55244442,0.06951399031472659
2024-09-17,Sui,8216274,0.010338524032139557
2024-09-18,Aptos,15524778,0.019545305042763455
2024-09-18,Arbitrum,10819652,0.013621669746037315
2024-09-18,Ethereum,668990898,0.8422427149838955
2024-09-18,Mantle,27393526,0.034487760267288316
2024-09-18,Noble,8000048,0.010071859225088416
2024-09-18,Polygon,17216,2.167451100532424e-05
2024-09-18,Solana,55319105,0.0696453618800643
2024-09-18,Sui,8231820,0.010363654343857352
2024-09-19,Aptos,15526995,0.019519639065050047
2024-09-19,Arbitrum,10879312,0.013676841109053473
2024-09-19,Ethereum,661701103,0.8318523126661344
2024-09-19,Mantle,27376599,0.03441627509435084
2024-09-19,Noble,8001191,0.010058634037721198
2024-09-19,Polygon,18740,2.3558842910623587e-05
2024-09-19,Solana,63727039,0.08011394348773654
2024-09-19,Sui,8224047,0.010338795697042965
2024-09-20,Aptos,15529213,0.01930330395487588
2024-09-20,Arbitrum,10880975,0.013525396795729802
2024-09-20,Ethereum,670925362,0.8339814898360356
2024-09-20,Mantle,27330734,0.03397296860516117
2024-09-20,Noble,8002333,0.009947153551640626
2024-09-20,Polygon,17332,2.154422533491612e-05
2024-09-20,Solana,63598040,0.07905437944951586
2024-09-20,Sui,8200727,0.010193763581706131
2024-09-21,Aptos,15531430,0.01899766133044135
2024-09-21,Arbitrum,10882512,0.013311219726738873
2024-09-21,Ethereum,683728602,0.8363199282185944
2024-09-21,Mantle,27408452,0.033525341110744976
2024-09-21,Noble,8003476,0.009789654044367801
2024-09-21,Polygon,17304,2.116582514694121e-05
2024-09-21,Solana,63748491,0.07797557870361509
2024-09-21,Sui,8224047,0.01005945104035058
2024-09-22,Aptos,15533648,0.018996998046742954
2024-09-22,Arbitrum,10884106,0.013310803774010024
2024-09-22,Ethereum,684371825,0.8369579523606374
2024-09-22,Mantle,27253017,0.03332929333256763
2024-09-22,Noble,8004619,0.009789312304998899
2024-09-22,Polygon,17135,2.0955384178329555e-05
2024-09-22,Solana,63447856,0.07759405881361726
2024-09-22,Sui,8177408,0.010000625983247477
2024-09-23,Aptos,15535866,0.018938456747581784
2024-09-23,Arbitrum,10917253,0.013308297312998674
2024-09-23,Ethereum,633552269,0.7723098438019997
2024-09-23,Mantle,27330734,0.03331658008241464
2024-09-23,Noble,8005762,0.009759145539002064
2024-09-23,Polygon,16904,2.0606232884676172e-05
2024-09-23,Solana,116774803,0.14235025944629565
2024-09-23,Sui,8200727,0.00999681083682275
2024-09-24,Aptos,15538085,0.019016084507624282
2024-09-24,Arbitrum,11423623,0.013980653365665102
2024-09-24,Ethereum,629940977,0.7709451231247225
2024-09-24,Mantle,27304828,0.033416660850686924
2024-09-24,Noble,8006905,0.009799147200219294
2024-09-24,Polygon,18858,2.30791195726358e-05
2024-09-24,Solana,116675997,0.14279241096720202
2024-09-24,Sui,8192954,0.010026840864307178
2024-09-25,Aptos,15540303,0.019047568023964873
2024-09-25,Arbitrum,11507693,0.014104845009547395
2024-09-25,Ethereum,629296416,0.7713212728862041
2024-09-25,Mantle,27175299,0.03330844683492237
2024-09-25,Noble,8008048,0.009815370975660891
2024-09-25,Polygon,19605,2.402961969981096e-05
2024-09-25,Solana,116166641,0.1423840961506997
2024-09-25,Sui,8154088,0.009994370499300798
2024-09-26,Aptos,15542523,0.018968748561594632
2024-09-26,Arbitrum,11201887,0.013671253883194873
2024-09-26,Ethereum,631599152,0.7708301609722173
2024-09-26,Mantle,27487937,0.03354743405751781
2024-09-26,Noble,8009192,0.00977475466689258
2024-09-26,Polygon,20594,2.5133783484025075e-05
2024-09-26,Solana,117274367,0.14312656834049214
2024-09-26,Sui,8239593,0.010055945734606615
2024-09-27,Aptos,15544742,0.019190536358739938
2024-09-27,Arbitrum,10644228,0.01314067769312078
2024-09-27,Ethereum,623848580,0.7701632395596067
2024-09-27,Mantle,27246965,0.033637346473670296
2024-09-27,Noble,8010336,0.009889044427609248
2024-09-27,Polygon,21614,2.6683251021972897e-05
2024-09-27,Solana,116542911,0.14387636481190183
2024-09-27,Sui,8161861,0.010076107424329172
2024-09-28,Aptos,15546962,0.01895228062388076
2024-09-28,Arbitrum,10645691,0.01297746294530866
2024-09-28,Ethereum,632783062,0.7713842849209086
2024-09-28,Mantle,27525054,0.033553986148256595
2024-09-28,Noble,8011480,0.009766269266793618
2024-09-28,Polygon,20933,2.551804592432245e-05
2024-09-28,Solana,117548658,0.14329585120080607
2024-09-28,Sui,8239593,0.010044346848121425
2024-09-29,Aptos,15549182,0.018883032573948966
2024-09-29,Arbitrum,10647162,0.012929986083262233
2024-09-29,Ethereum,636289077,0.7727137908244255
2024-09-29,Mantle,27465645,0.03335446644071171
2024-09-29,Noble,8012624,0.009730585184147003
2024-09-29,Polygon,20629,2.5051998167362964e-05
2024-09-29,Solana,117246697,0.14238518776350578
2024-09-29,Sui,8216274,0.009977899131831499
2024-09-30,Aptos,15551402,0.018912568622325054
2024-09-30,Arbitrum,10667935,0.012973624676797836
2024-09-30,Ethereum,637126337,0.7748301773436953
2024-09-30,Mantle,27141939,0.03300819976748467
2024-09-30,Noble,8013768,0.009745805376479406
2024-09-30,Polygon,19847,2.4136585849127e-05
2024-09-30,Solana,115650005,0.140645753722702
2024-09-30,Sui,8107449,0.009859733904666643
2024-10-01,Aptos,15553502,0.018323093829214553
2024-10-01,Arbitrum,10759059,0.012674910613124639
2024-10-01,Ethereum,670687397,0.7901158276317881
2024-10-01,Mantle,27784615,0.03273218517949219
2024-10-01,Noble,8014850,0.009442043893206834
